,comp_name,description,business_model,customer,keywords,stage,total_funding,num_investors,date_founded,location,employees,website
59,MiWEndo Solutions,"MiWEndo se está desarrollando un accesorio para el diagnóstico del cáncer colorectal basado en visión por microondas. Este accesorio se acopla al extremo distal de los colonoscopios. En caso que el radar de microondas que está en desarrollo detecte un pólipo maligno, se dispara una señal acústica que avisa al endoscopista de la presencia de éste. El cáncer colorectal es el cáncer más prevalente en España y presenta una supervivencia a 5 años de tan sólo el 50%. El motivo de esta alta incidencia es que el diagnóstico precoz no es tan eficiente como lo podría ser. De hecho, las colonoscopias, que son el método estándar hoy en día para el diagnóstico del cáncer colorectal, no son capaces de detectar el 22% de los pólipos del intestino, que son siempre los precursores de este cáncer.",,,Ehealth,,,7.0,2019.0,"Cataluña, España",,https://www.miwendo.com
60,Naru Intelligence,Naru desarrolla sistemas de Inteligencia Artificial para oncología. Nos centramos en mejorar los resultados de cada paciente y en optimizar el rendimiento del hospital y la investigación clínica. Nos especializamos en el desarrollo de algoritmos de aprendizaje aumático que integran datos del mundo real para apoyar y mejorar las decisiones clínicas. Nuestro principal objetivo es mejorar la atención a través del análisis de la experiencia de cada paciente.,,,Ehealth,,1.0,0.0,2017.0,"España, País Vasco",,https://www.naruintelligence.com
61,Molexplore,"Molexplore es una startup creada para revolucionar el futuro de la dermatología. La suma de la Inteligencia Artificial, el big derma y las imágenes multiespectrales del dermatoscopio Matiz potencian un entorno donde la teledermatología de Molexplore ofrece una solución única para la detección precoz del cáncer de piel.",,,Ehealth,,,0.0,2016.0,"Comunidad Valenciana, España",,https://molexplore.com/es/
62,Cobee,Cobee es una startup española que ha desarrollado una herramienta para proporcionar a las empresas una retribución flexible que permita motivar y retener a sus empleados sin necesidad de realizar una gran inversión y sin incrementar los costes de gestión de la compañía.,,,,,16.48,4.0,2018.0,"Comunidad de Madrid, España",,https://cobee.io
63,Weecover,Weecover es la insurtech que está revolucionando el sector con su propuesta de Embedded Insurance: la integración del seguro en cualquier proceso online con un solo clic. Gracias a su exclusiva tecnología cualquier negocio digital o tienda física puede ofrecer ágilmente seguros con activación al instante. Es el seguro hecho fácil que ha venido a transformar el modelo de negocio digital.,,,Insurtech,,2.3,2.0,2019.0,"Cataluña, España",,https://weecover.com
64,Cleverea,"Cleverea es la primera neoaseguradora digital de España. Tiene sede en Barcelona y su misión es convertirse en la revolución del sector asegurador. En Cleverea no solo buscan innovar en la distribución de seguros, sino que también son innovadores en coberturas, el uso del seguro, el lenguaje y contenido de las pólizas, la atención al cliente, la gestión de siniestros y el pago de indemnizaciones, entre otros. Cleverea diseña, desarrolla y distribuye seguros de movilidad (moto, auto, patinete, bici) y seguros de hogar.",,,Insurtech,,5.0,2.0,2019.0,"Cataluña, España",,https://cleverea.com/es
65,Vitaance,"Vitaance es la primera insurtech española en ofrecer seguros de vida que ayudan a sus clientes a vivir mejor mediante un sistema de hábitos saludables en los aspectos físico, emocional, social y financiero, recompensándolos por ello. Vitaance busca cambiar la percepción que se tiene en España del seguro de vida con una oferta innovadora centrada en sus clientes.",,,Insurtech,,3.37,2.0,2021.0,"Cataluña, España",,https://www.vitaance.com/ 
66,IMeureka,"IMeureka es el primer marketplace global del mercado, que incorpora transparencia y eficiencia a todo el proceso de intermediación de una póliza. IMeureka trata de facilitar a clientes, brokers y mercado asegurador en su gestión en lo relativo a la intermediación y gerencia de riesgos. Ayudan a optimizar los costes mejorando las cuentas de resultados de los clientes.",,,,,,0.0,2018.0,"Comunidad de Madrid, España",,https://www.imeureka.com
67,Asistensi,"Asistensi es una insurtech dirigida por médicos especializados en servicios de salud y especialistas en seguros, finanzas y tecnología con un alto nivel de compromiso enfocado a la generación de valor y calidad de vida para nuestros clientes.Somos una plataforma digital de seguros de emergencia y asistencia médica inmediata enfocada en apoyar a quienes han emigrado para que puedan seguir cuidando a sus seres queridos en sus países de origen, sin importar las distancias.",,,,,11.12,0.0,2020.0,"Comunidad de Madrid, España",,https://www.asistensi.com/ 
68,Cuideo,"Cuideo es una startup que ofrece de cuidados a mayores a domicilio. Gracias a un sistema de matching entre usuarios y cuidadores, Cuideo permite unir y poner en contacto a cuidadores y usuarios en pocas horas basándose en la patología de la persona dependiente y en la experiencia del profesional. Esta rapidez permite comenzar el servicio a las 48 horas de recibir la petición, además, ofrece flexibilidad total para cambiar la planificación horaria en cualquier momento.",,,Insurtech,,2.5,4.0,2016.0,"Comunidad de Madrid, España",,https://cuideo.com/
69,Getlife,"Getlife, la nueva startup de seguros de vida que ha llegadopararenovar el sector. El seguro con cobertura de fallecimiento e invalidez flexible, 100% online y que se puede contratar en tan solo 5 minutos. Getlife es una insurtechcon la tecnología más avanzada, que quiere hacer llegar a todas las personas un seguro de vida con las mejores condiciones. Sin letra pequeña, sin permanencia y que podrás pagar mes a mes sin ningún tipo de recargo. Su objetivo es que todo el mundo encuentre el seguro de vida que mejor se adapte a sus necesidadesparapoder conseguir la tranquilidad que buscan.",,,Insurtech,,7.0,0.0,2021.0,"Comunidad de Madrid, España",,https://getlife.es/
70,GetPulpo,"Pulpo desarrolla un software con el que centralizar en una única plataforma toda la información generada por una flota vehicular, ahorrando costes y reduciendo tiempos de gestión. Integra a todos los proveedores de la flota, a otras plataformas software y ofrece herramientas propias para una gestión integral de todas las operaciones. Fundada en 2017 por Evaristo Babé y Javier Arambarri, en diciembre de 2019 cerró una ronda de financiación de 5 millones de euros con la que está acometiendo su plan de expansión internacional en EEUU y Europa occidental.",,,Logistica,,1.8,0.0,2017.0,"Comunidad de Madrid, España",,https://www.getpulpo.com
71,HelloAuto,"Hello Auto es una neoaseguradora que ha nacido para revolucionar el sector. Ofrecen seguros más baratos a aquellos que conducen mejor. Para conocer esto, ellos han desarrollado un dispositivo, llamado Hello Auto Connect, que ofrece una gran cantidad de funcionalidades muy útiles para la operación salida, a varios niveles. Así, el dispositivo tiene WiFi, permitiendo amenizar los viajes, en particular a los niños, para los que los viajes en carretera son especialmente pesados. También tiene sistema e-call, permitiendo que la central de la aseguradora reciba una alarma siempre que un vehículo con su dispositivo tenga un accidente, posibilitando una rápida puesta en marcha del protocolo de emergencia. Asimismo, con su sistema de alertas sobre el estado del vehículo, permite que conozcamos siempre si nuestro coche está a punto, o si hay que hacer alguna reparación o revisión. Por último, en línea con su idea de ajustar los precios a cada conductor y su uso, en caso de no utilizar el coche o hacerlo poco, Hello Auto les ofrece un gran ahorro en su póliza.",,"B2B2C,B2C",,,,0.0,2017.0,"Andalucía, España",,https://helloauto.com/
72,Senniors,"Senniors es una startup en el sector HealthTech, en la que se combina humanidad y tecnología para que las personas mayores y dependientes puedan seguir viviendo en casa con la mejor salud y la mayor calidad de vida posible.",,,,,,1.0,2020.0,"Comunidad de Madrid, España",,https://senniors.com/
73,Gocleer,"Gocleer es una startup que buscar ayudar a las personas a vivir en un mundo más seguro, más sostenible y colaborativo ofreciendo servicios de seguro digital claros, justos e inteligentes para personas responsables con su comunidad. Aplican tecnología y datos reales para poder ofrecer un servicio 100% personalizados.",,,Insurtech,,0.93,4.0,2020.0,"Cataluña, España",,http://gocleer.com/
74,A Thousand Colibris,"The goal of this company is to improve the mental health and well-being of women who become mothers through Dana, a digital and preventive health solution for the healthcare system. A Thousand Colibris is a startup that has started its steps in Barcelona and is dedicated to digital well-being. It focuses on providing holistic solutions based on Artificial Intelligence to enable the best start in life by maximizing the health and well-being of mothers, fathers and children during their fatherhood journey.","Consultancy & Agency, Saas, Subscription",Consumer,HealthtechAI & Big DataDigital Content & Media ICT & Mobile Beauty & Personal care  Undisclosed Funding,-1.0,,,Founded: 2020,,15.0,
75,AAM,"We are developing disruptive aeronautical solutions for urban air mobility (UAM).  We design, manufacture and sale electric aerial vehicles for personal commuting, together with all associated fleet management, repair and maintenance services, as well as any other Mobility-as-a-Service (MaaS) services.","Development & Manufacturing, Subscription",Consumer,Sustainable mobilityAutomationRobotics & Collaborative Robotics Additive manufacturing AI & Big Data Connectivity  Seed,2.0,,,Founded: 2019,,5.0,
76,ABLE Human Motion,"Spinal cord injury is a catastrophic event that thrusts 5 million people worldwide into a life challenged by disability. These people could walk again if they had a robotic exoskeleton. However, current devices are expensive, heavy and require supervision. ABLE is the first lightweight, easy-to-use and affordable exoskeleton that restores their ability to walk naturally and intuitively. It helps palliating health complications while boosting self-confidence and independence.","Development & Manufacturing, Ecommerce & Trade","Business, Consumer",HealthtechRobotics & Collaborative RoboticsSustainable mobility Additive manufacturing AI & Big Data Cloud & Edge Computing Connectivity Digital Health  Series A,3.0,,,Founded: 2018,,2.0,
77,ACQUSTIC,"Acqustic is an on-line platform in order people and companies could hire live music anywhere. Thanks to Acqustic in some clicks and watching an amazing Full HD video done for every musician you can easely hire live music for your private events, corporate events, hotels and much more.  Send us an email and let's have a coffe. I am sure we may do something together.  Al mateix temps, Acqustic permet als músicas a través impulsar la seva carrera musical a través d'una app.","Marketplace, Subscription","Business, Consumer",Digital Content & MediaAutomation Seed,2.0,,,Founded: 2017,,7.0,
78,ACTIONTRACKER SOLUTIONS,"manufacturer of hardware and software for Iot, civil protection, minery, oil and gas, boats and ships.","Consultancy & Agency, Marketplace",Business,Logistic TechCybersecurityHardware IoT & Sensors  Undisclosed Funding,-1.0,,,Founded: 2015,,0.0,
79,ACTIVA DUAL,Our business model allows both candidates and companies to use our employment portal for free. Our clients are the training centers with which we collaborate and to which we invoice.,"Consultancy & Agency, Saas","Business, Consumer",Business Services & SoftwareCloud & Edge Computing Pre-seed,1.0,,,Founded: 2012,,2.0,
80,ADAS3D,"Galgo Medical is a medical imaging software company.  products: • Arrhythmias (ADAS3D), to identify the arrhythmic substrate and to plan catheter ablation procedures.  • Osteoporosis (3D-SHAPER), to improve diagnosis by turning DXA images into 3D patient-specific models.  • Intra-cranial aneurysms (ANKYRAS), to plan, for each patient, the endovascular treatment with braided devices. • Epilepsy (SYLVIUS platform), to tailor the implantation of deep electrodes using complex 3D multimodal data.","Development & Manufacturing, Software licence",Business,HealthtechAI & Big DataAR/VR  Seed,2.0,,,Founded: 2013,,18.0,
